time,minx,maxx,miny,maxy,G1x,G1y,G2x,G2y,HAx,HAy,HOx,HOy
1393172860256,529.5,582.5,-54.5,423,529.5,423,550.4975281421016,375.4279093173145,582.5,-54.5,529.5,-54.5
1393172868911,400.6675055888751,582.5,-54.5,472.167757500731,400.6675055888751,365.8761581384638,479.7668401746365,472.167757500731,582.5,-54.5,529.5,-54.5
1393172880393,400.6675055888751,582.5,-54.5,462.20150684382963,400.6675055888751,365.8761581384638,565.3537386188175,462.20150684382963,582.5,-54.5,529.5,-54.5
1393172886568,400.6675055888751,582.5,-54.5,462.41620642464034,400.6675055888751,365.8761581384638,566.1500396789401,462.41620642464034,582.5,-54.5,529.5,-54.5
1393172888542,400.6675055888751,582.5,-54.5,462.0982015531488,400.6675055888751,365.8761581384638,566.5655531726337,462.0982015531488,582.5,-54.5,529.5,-54.5
1393172889254,400.6675055888751,582.5,-54.5,461.55899779507945,400.6675055888751,365.8761581384638,566.7744323794828,461.55899779507945,582.5,-54.5,529.5,-54.5
1393172910434,400.6675055888751,582.5,-54.5,461.28449146615344,400.6675055888751,365.8761581384638,566.7097254637031,461.28449146615344,582.5,-54.5,529.5,-54.5
1393172913807,400.6675055888751,582.5,-54.5,461.764874519326,400.6675055888751,365.8761581384638,566.9103561648926,461.764874519326,582.5,-54.5,529.5,-54.5
1393172915278,400.6675055888751,582.5,-54.5,460.9426914864771,400.6675055888751,365.8761581384638,566.4414454398493,460.9426914864771,582.5,-54.5,529.5,-54.5
1393172915833,400.6675055888751,582.5,-54.5,462.0936489421372,400.6675055888751,365.8761581384638,577.1877149477475,462.0936489421372,582.5,-54.5,529.5,-54.5
1393172919119,400.6675055888751,582.5,-54.5,462.1505057857282,400.6675055888751,365.8761581384638,567.912471266573,462.1505057857282,582.5,-54.5,529.5,-54.5
1393172922319,400.6675055888751,582.5,-54.5,462.57717975813875,400.6675055888751,365.8761581384638,567.5162919537597,462.57717975813875,582.5,-54.5,529.5,-54.5
1393172931355,400.6675055888751,582.5,-54.5,462.07035283408084,400.6675055888751,365.8761581384638,566.6763308084614,462.07035283408084,582.5,-54.5,529.5,-54.5
1393172937761,400.6675055888751,582.5,-54.5,461.7495750955741,400.6675055888751,365.8761581384638,566.7574859541991,461.7495750955741,582.5,-54.5,529.5,-54.5
1393172944948,400.6675055888751,582.5,-54.5,463.24952682743105,400.6675055888751,365.8761581384638,566.537450313305,463.24952682743105,582.5,-54.5,529.5,-54.5
1393172957171,124.66212983586183,582.5,-54.5,584.0134355183626,400.6675055888751,365.8761581384638,124.66212983586183,584.0134355183626,582.5,-54.5,529.5,-54.5
1393172964216,360.81537029175627,582.5,-54.5,469.5204563477904,400.6675055888751,365.8761581384638,360.81537029175627,469.5204563477904,582.5,-54.5,529.5,-54.5
1393172967886,239.23048846338327,582.5,-54.5,462.0842643946967,400.6675055888751,365.8761581384638,239.23048846338327,462.0842643946967,582.5,-54.5,529.5,-54.5
1393172979260,234.58904697213734,582.5,-54.5,462.30316122932436,400.6675055888751,365.8761581384638,234.58904697213734,462.30316122932436,582.5,-54.5,529.5,-54.5
1393172995998,235.55708029490245,582.5,-54.5,461.13083162269743,400.6675055888751,365.8761581384638,235.55708029490245,461.13083162269743,582.5,-54.5,529.5,-54.5
1393173006226,307.6890211779339,582.5,-54.5,393.299538610455,343.30299310712013,371.19017966924457,307.6890211779339,393.299538610455,582.5,-54.5,529.5,-54.5
1393173009560,209.852680441575,582.5,-54.5,461.13010332923886,343.30299310712013,371.19017966924457,209.852680441575,461.13010332923886,582.5,-54.5,529.5,-54.5
1393173011530,175.63345536806708,582.5,-54.5,461.89784929427447,343.30299310712013,371.19017966924457,175.63345536806708,461.89784929427447,582.5,-54.5,529.5,-54.5
1393173015198,174.2559150617293,582.5,-54.5,463.10574016549515,343.30299310712013,371.19017966924457,174.2559150617293,463.10574016549515,582.5,-54.5,529.5,-54.5
1393173017164,174.18119391113794,582.5,-54.5,463.2817982112849,343.30299310712013,371.19017966924457,174.18119391113794,463.2817982112849,582.5,-54.5,529.5,-54.5
1393173026332,175.49471580963325,582.5,-54.5,462.8779728752347,343.30299310712013,371.19017966924457,175.49471580963325,462.8779728752347,582.5,-54.5,529.5,-54.5
1393173037942,174.32565992570426,582.5,-54.5,463.092583923524,343.30299310712013,371.19017966924457,174.32565992570426,463.092583923524,582.5,-54.5,529.5,-54.5
1393173038614,174.78199773244944,582.5,-54.5,463.3899270166871,343.30299310712013,371.19017966924457,174.78199773244944,463.3899270166871,582.5,-54.5,529.5,-54.5
1393173047401,174.26470574573068,582.5,-54.5,463.1255234811372,343.30299310712013,371.19017966924457,174.26470574573068,463.1255234811372,582.5,-54.5,529.5,-54.5
1393173053965,174.21594196815897,582.5,-54.5,461.9664088040147,343.30299310712013,371.19017966924457,174.21594196815897,461.9664088040147,582.5,-54.5,529.5,-54.5
1393173054311,174.41903040563477,582.5,-54.5,463.5357145186683,343.30299310712013,371.19017966924457,174.41903040563477,463.5357145186683,582.5,-54.5,529.5,-54.5
1393173060379,174.42829410833633,582.5,-54.5,461.7270787864086,343.30299310712013,371.19017966924457,174.42829410833633,461.7270787864086,582.5,-54.5,529.5,-54.5
1393173076417,174.16400395218568,582.5,-54.5,462.87260383406965,343.30299310712013,371.19017966924457,174.16400395218568,462.87260383406965,582.5,-54.5,529.5,-54.5
1393173078391,174.43611864084005,582.5,-54.5,462.03493790942366,343.30299310712013,371.19017966924457,174.43611864084005,462.03493790942366,582.5,-54.5,529.5,-54.5
1393173078706,174.9418737870451,582.5,-54.5,461.1577422995638,343.30299310712013,371.19017966924457,174.9418737870451,461.1577422995638,582.5,-54.5,529.5,-54.5
1393173085132,170.41423764177364,582.5,-54.5,460.5962462670568,343.30299310712013,371.19017966924457,170.41423764177364,460.5962462670568,582.5,-54.5,529.5,-54.5
1393173088002,174.30736208945518,582.5,-54.5,462.54772809197516,343.30299310712013,371.19017966924457,174.30736208945518,462.54772809197516,582.5,-54.5,529.5,-54.5
1393173090602,174.56378406370197,582.5,-54.5,462.1026442504643,343.30299310712013,371.19017966924457,174.56378406370197,462.1026442504643,582.5,-54.5,529.5,-54.5
1393173091332,174.2491628105256,582.5,-54.5,463.02271050806144,343.30299310712013,371.19017966924457,174.2491628105256,463.02271050806144,582.5,-54.5,529.5,-54.5
1393173101428,343.30299310712013,582.5,-54.5,574.4768266296285,343.30299310712013,371.19017966924457,542.2177203044678,574.4768266296285,582.5,-54.5,529.5,-54.5
1393173116201,343.30299310712013,582.5,-54.5,464.14173540259605,343.30299310712013,371.19017966924457,511.30374729508935,464.14173540259605,582.5,-54.5,529.5,-54.5
1393173120290,343.30299310712013,582.5,-54.5,462.99545036906113,343.30299310712013,371.19017966924457,512.499136838851,462.99545036906113,582.5,-54.5,529.5,-54.5
1393173125637,343.30299310712013,582.5,-54.5,462.1234874441027,343.30299310712013,371.19017966924457,512.0383231462393,462.1234874441027,582.5,-54.5,529.5,-54.5
1393173140718,-61.15203747513956,582.5,-54.5,517.3359269974661,343.30299310712013,371.19017966924457,-61.15203747513956,517.3359269974661,582.5,-54.5,529.5,-54.5
