time,minx,maxx,miny,maxy,G1x,G1y,G2x,G2y,HAx,HAy,HOx,HOy
1393175390041,529.5,582.5,-54.5,423,529.5,423,550.4975281421016,375.4279093173145,582.5,-54.5,529.5,-54.5
1393175405264,529.5,970.75,-54.5,405.7500489177287,970.75,71.75,906.400044941546,405.7500489177287,582.5,-54.5,529.5,-54.5
1393175416741,529.5,970.75,-54.5,384.80282284574037,970.75,71.75,960,384.80282284574037,582.5,-54.5,529.5,-54.5
1393175422912,529.5,970.75,-54.5,384.69808390082966,970.75,71.75,960,384.69808390082966,582.5,-54.5,529.5,-54.5
1393175424881,529.5,970.75,-54.5,384.69746404207274,970.75,71.75,960,384.69746404207274,582.5,-54.5,529.5,-54.5
1393175425581,529.5,970.75,-54.5,384.6974606450699,970.75,71.75,960,384.6974606450699,582.5,-54.5,529.5,-54.5
1393175446757,529.5,970.75,-54.5,384.6974603640668,970.75,71.75,960,384.6974603640668,582.5,-54.5,529.5,-54.5
1393175450121,529.5,970.75,-54.5,384.6974603624085,970.75,71.75,960,384.6974603624085,582.5,-54.5,529.5,-54.5
1393175451586,529.5,970.75,-54.5,384.6974603623987,970.75,71.75,960,384.6974603623987,582.5,-54.5,529.5,-54.5
1393175457129,529.5,970.75,-54.5,393.6938934799152,970.75,71.75,753.4148393414769,393.6938934799152,582.5,-54.5,529.5,-54.5
1393175462603,529.5,970.75,-54.5,379.8851429444795,970.75,71.75,955.6007523288446,379.8851429444795,582.5,-54.5,529.5,-54.5
1393175465810,529.5,970.75,-54.5,384.73394321580014,970.75,71.75,960,384.73394321580014,582.5,-54.5,529.5,-54.5
1393175474835,529.5,970.75,-54.5,384.7002640543247,970.75,71.75,960,384.7002640543247,582.5,-54.5,529.5,-54.5
1393175481240,529.5,970.75,-54.5,384.6976757444941,970.75,71.75,960,384.6976757444941,582.5,-54.5,529.5,-54.5
1393175488425,529.5,970.75,-54.5,384.6974769079929,970.75,71.75,960,384.6974769079929,582.5,-54.5,529.5,-54.5
1393175490975,529.5,970.75,-54.5,461.5544028772091,970.75,71.75,960,461.5544028772091,582.5,-54.5,529.5,-54.5
1393175493141,529.5,970.75,-54.5,390.04731163821884,970.75,71.75,960,390.04731163821884,582.5,-54.5,529.5,-54.5
1393175496807,529.5,970.75,-54.5,384.7592453610176,970.75,71.75,960,384.7592453610176,582.5,-54.5,529.5,-54.5
1393175508177,529.5,970.75,-54.5,384.69782535995427,970.75,71.75,960,384.69782535995427,582.5,-54.5,529.5,-54.5
1393175524916,529.5,970.75,-54.5,384.6974884014354,970.75,71.75,960,384.6974884014354,582.5,-54.5,529.5,-54.5
1393175542110,395.99409162795706,611.1116793534652,-54.5,460.45358117714045,395.99409162795706,331.54644917763744,611.1116793534652,460.45358117714045,582.5,-54.5,529.5,-54.5
1393175544872,395.99409162795706,582.5,-54.5,471.72921369718097,395.99409162795706,331.54644917763744,515.5072362422837,471.72921369718097,582.5,-54.5,529.5,-54.5
1393175546838,395.99409162795706,582.5,-54.5,461.8962098742677,395.99409162795706,331.54644917763744,536.9712252864695,461.8962098742677,582.5,-54.5,529.5,-54.5
1393175553960,262.928283938704,582.5,-54.5,460.3382265378475,395.99409162795706,331.54644917763744,262.928283938704,460.3382265378475,582.5,-54.5,529.5,-54.5
1393175555927,254.68655642212138,582.5,-54.5,461.1308259979435,395.99409162795706,331.54644917763744,254.68655642212138,461.1308259979435,582.5,-54.5,529.5,-54.5
1393175565081,254.57180545119013,582.5,-54.5,462.2549685394507,395.99409162795706,331.54644917763744,254.57180545119013,462.2549685394507,582.5,-54.5,529.5,-54.5
1393175576692,395.99409162795706,582.5,-54.5,464.5901662208971,395.99409162795706,331.54644917763744,462.4995662675833,464.5901662208971,582.5,-54.5,529.5,-54.5
1393175578722,395.99409162795706,582.5,-54.5,462.3207207738186,395.99409162795706,331.54644917763744,536.4076369582564,462.3207207738186,582.5,-54.5,529.5,-54.5
1393175587562,329.18298612221906,582.5,-54.5,464.3056209340257,395.99409162795706,331.54644917763744,329.18298612221906,464.3056209340257,582.5,-54.5,529.5,-54.5
1393175594118,263.5734285220981,582.5,-54.5,460.4072989217997,395.99409162795706,331.54644917763744,263.5734285220981,460.4072989217997,582.5,-54.5,529.5,-54.5
1393175594703,254.0269199222488,582.5,-54.5,460.18900736534124,395.99409162795706,331.54644917763744,254.0269199222488,460.18900736534124,582.5,-54.5,529.5,-54.5
1393175600766,395.99409162795706,582.5,-54.5,463.51417524153794,395.99409162795706,331.54644917763744,463.9218036882635,463.51417524153794,582.5,-54.5,529.5,-54.5
1393175616794,395.99409162795706,582.5,-54.5,460.24777415661674,395.99409162795706,331.54644917763744,528.4892024796842,460.24777415661674,582.5,-54.5,529.5,-54.5
1393175618768,395.99409162795706,582.5,-54.5,461.9937516104337,395.99409162795706,331.54644917763744,537.9757299951317,461.9937516104337,582.5,-54.5,529.5,-54.5
1393175624363,329.8132110616251,582.5,-54.5,461.9238617194094,395.99409162795706,331.54644917763744,329.8132110616251,461.9238617194094,582.5,-54.5,529.5,-54.5
1393175630793,271.0384461974445,582.5,-54.5,460.3249128246572,395.99409162795706,331.54644917763744,271.0384461974445,460.3249128246572,582.5,-54.5,529.5,-54.5
1393175633657,254.9936680554755,582.5,-54.5,460.69782622458297,395.99409162795706,331.54644917763744,254.9936680554755,460.69782622458297,582.5,-54.5,529.5,-54.5
1393175636257,253.96678132067984,582.5,-54.5,462.9445497014286,395.99409162795706,331.54644917763744,253.96678132067984,462.9445497014286,582.5,-54.5,529.5,-54.5
1393175641767,395.99409162795706,582.5,-54.5,463.30794647304583,395.99409162795706,331.54644917763744,461.8312666825111,463.30794647304583,582.5,-54.5,529.5,-54.5
1393175645661,395.99409162795706,582.5,-54.5,568.9090176209754,395.99409162795706,331.54644917763744,556.0454748377983,568.9090176209754,582.5,-54.5,529.5,-54.5
1393175660430,263.7838695202953,582.5,-54.5,459.0551168058041,395.99409162795706,331.54644917763744,263.7838695202953,459.0551168058041,582.5,-54.5,529.5,-54.5
1393175664514,255.43722412744864,582.5,-54.5,462.9979729253189,395.99409162795706,331.54644917763744,255.43722412744864,462.9979729253189,582.5,-54.5,529.5,-54.5
1393175669859,252.2219249776001,582.5,-54.5,462.0296825481644,395.99409162795706,331.54644917763744,252.2219249776001,462.0296825481644,582.5,-54.5,529.5,-54.5
